,customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,age,address,postcode,state,country,property_valuation,transaction_id,product_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,profit
14952,720,Darrel,Canet,Male,67.0,Recruiting Manager,Retail,Affluent Customer,N,No,6.0,91.0,78 Glacier Hill Drive,2026.0,NSW,Australia,10.0,15381,53,2017-12-10,0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,2005-10-22,693.76
14953,394,Roanne,Cowthard,Female,70.0,Legal Assistant,Health,High Net Worth,N,Yes,16.0,46.0,7343 Washington Road,2287.0,NSW,Australia,5.0,15383,4,2017-11-15,0,Approved,Solex,Standard,medium,medium,1483.2,99.59,1992-10-02,1383.6100000000001
14954,2990,Brice,Martinuzzi,Male,65.0,GIS Technical Architect,Argiculture,High Net Worth,N,No,8.0,45.0,3 Lukken Road,2066.0,NSW,Australia,12.0,15384,7,2017-09-24,0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,1992-10-11,144.26
14955,392,Brandyn,Morrid,Male,38.0,Safety Technician I,Property,Mass Customer,N,No,13.0,45.0,75 Bartillon Street,3228.0,VIC,Australia,8.0,15385,10,2017-02-08,0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,2014-03-03,1103.43
14956,782,Bevvy,Siegertsz,Female,30.0,Geological Engineer,Manufacturing,Mass Customer,N,No,17.0,47.0,36744 Birchwood Center,4019.0,QLD,Australia,3.0,15386,42,2017-07-20,0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,2008-03-19,199.0999999999999
14957,1632,Orbadiah,Kennicott,Male,43.0,Electrical Engineer,Manufacturing,High Net Worth,N,Yes,3.0,38.0,18708 Darwin Park,3977.0,VIC,Australia,7.0,15387,82,2017-03-24,1,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,2016-11-22,709.34
14958,2363,Bobby,Farmiloe,Male,92.0,Nurse,Entertainment,Mass Customer,N,Yes,16.0,39.0,17123 Northport Circle,4223.0,QLD,Australia,9.0,15388,6,2017-05-19,1,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,2014-03-03,91.15
14959,748,Linet,Postill,Female,51.0,VP Marketing,Financial Services,High Net Worth,N,No,7.0,42.0,56045 Express Avenue,2176.0,NSW,Australia,9.0,15389,0,2017-10-30,0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,2006-11-10,57.72999999999999
14960,929,Kippy,Conerding,Male,0.0,Database Administrator III,Financial Services,Mass Customer,N,Yes,13.0,57.0,10421 Cordelia Parkway,3188.0,VIC,Australia,12.0,15390,90,2017-09-02,1,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,2005-05-10,72.59999999999997
14961,472,Kippy,Jessel,Female,38.0,Internal Auditor,Financial Services,Mass Customer,N,Yes,8.0,32.0,9907 Morningstar Pass,2147.0,NSW,Australia,9.0,15391,16,2017-01-18,1,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,2010-05-05,182.81000000000017
14963,2176,Josie,Gallemore,Female,79.0,Accountant II,Property,High Net Worth,N,Yes,12.0,60.0,322 Scott Plaza,2170.0,NSW,Australia,5.0,15393,98,2017-06-28,1,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,2015-06-17,693.76
14964,3286,Kent,Hatter,Male,23.0,Assistant Media Planner,Entertainment,Mass Customer,N,No,20.0,62.0,1 Fairview Park,3977.0,VIC,Australia,7.0,15394,61,2017-04-02,0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,2015-06-17,14.229999999999997
14966,3380,Abe,Ealam,Male,41.0,Speech Pathologist,Manufacturing,High Net Worth,N,Yes,14.0,68.0,2 Roxbury Pass,3977.0,VIC,Australia,5.0,15396,0,2017-07-29,0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,2003-02-07,91.15
14969,914,Marc,Egleton,Male,73.0,Chemical Engineer,Manufacturing,Affluent Customer,N,Yes,2.0,24.0,87140 Mandrake Lane,3124.0,VIC,Australia,8.0,15399,72,2017-06-18,0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,2000-05-22,90.09999999999997
14970,312,Garek,Prattin,Male,44.0,Desktop Support Technician,Financial Services,Affluent Customer,N,Yes,6.0,65.0,252 Mockingbird Plaza,2216.0,NSW,Australia,10.0,15400,70,2017-12-17,0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,2016-12-06,198.29000000000002
14971,253,Amalee,Choak,Female,82.0,Food Chemist,Health,Mass Customer,N,Yes,1.0,26.0,77248 Columbus Drive,2340.0,NSW,Australia,7.0,15401,72,2017-09-24,0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,2003-09-09,90.09999999999997
14973,2531,Brendan,Verbeke,Male,48.0,Teacher,Property,High Net Worth,N,Yes,8.0,42.0,46 Dawn Way,2340.0,NSW,Australia,5.0,15403,15,2017-01-20,0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,2011-08-24,1279.3999999999999
14974,2510,Nealson,Lowdham,Male,43.0,Human Resources Manager,Manufacturing,Mass Customer,N,Yes,7.0,50.0,0 Mosinee Lane,3250.0,VIC,Australia,4.0,15404,3,2017-04-26,1,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2013-09-16,1702.5499999999997
14975,2687,Fabe,Smallbone,Male,67.0,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,20.0,61.0,40923 Truax Drive,2208.0,NSW,Australia,10.0,15405,32,2017-01-07,1,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,2003-09-10,471.6
14976,447,Brittany,Peasey,Female,98.0,Help Desk Technician,Argiculture,Mass Customer,N,Yes,1.0,21.0,93 Jana Junction,2213.0,NSW,Australia,10.0,15406,76,2017-06-22,1,Approved,WeareA2B,Standard,low,medium,642.31,513.85,1991-07-10,128.45999999999992
14977,3070,Malissia,Minthorpe,Female,74.0,Account Executive,Health,Affluent Customer,N,Yes,1.0,25.0,537 Amoth Center,2220.0,NSW,Australia,9.0,15407,69,2017-08-05,0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,2011-01-10,198.22000000000003
14980,2562,Boonie,Withams,Male,98.0,Internal Auditor,Retail,Mass Customer,N,No,13.0,42.0,0 Truax Trail,3677.0,VIC,Australia,5.0,15410,32,2017-04-16,1,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,2002-03-22,431.33000000000004
14981,3449,Ilyssa,Hannabuss,Female,52.0,VP Quality Control,Argiculture,High Net Worth,N,Yes,3.0,48.0,29279 Hazelcrest Junction,2120.0,NSW,Australia,10.0,15411,91,2017-08-03,1,Approved,WeareA2B,Standard,low,medium,642.31,513.85,2004-12-18,128.45999999999992
14982,1270,Cullen,Langshaw,Male,72.0,Paralegal,Financial Services,Affluent Customer,N,No,10.0,40.0,640 Toban Hill,4702.0,QLD,Australia,6.0,15412,83,2017-02-19,1,Approved,Solex,Touring,medium,large,2083.94,675.03,2013-09-16,1408.91
14985,2457,Benito,Vearnals,Male,70.0,Developer IV,IT,High Net Worth,N,Yes,15.0,48.0,4694 Carioca Court,4060.0,QLD,Australia,10.0,15415,85,2017-11-08,0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,2015-08-10,827.1599999999999
14988,2358,Ave,Peatt,Male,26.0,Senior Sales Associate,Retail,High Net Worth,N,Yes,15.0,64.0,6 Graceland Court,4301.0,QLD,Australia,2.0,15418,0,2017-06-11,1,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,2016-12-06,198.29000000000002
14990,260,Farand,Marriner,Female,47.0,Senior Quality Engineer,Health,High Net Worth,N,Yes,22.0,44.0,15 Straubel Way,4680.0,QLD,Australia,2.0,15420,64,2017-01-21,0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,2010-11-05,217.51
14991,1359,Estrella,Carwithen,Female,54.0,Help Desk Technician,Retail,Mass Customer,N,No,6.0,30.0,91079 Lukken Way,3338.0,VIC,Australia,5.0,15421,63,2017-09-21,0,Approved,Solex,Standard,medium,medium,1483.2,99.59,1998-12-17,1383.6100000000001
14993,1080,Monah,Talbot,Female,70.0,Speech Pathologist,Property,Mass Customer,N,Yes,2.0,23.0,7 Del Sol Road,4220.0,QLD,Australia,9.0,15423,43,2017-09-07,0,Approved,Solex,Standard,medium,medium,1151.96,649.49,2011-05-09,502.47
14994,215,Debera,Foxworthy,Female,37.0,Assistant Professor,Retail,High Net Worth,N,Yes,18.0,49.0,0 Northport Court,4012.0,QLD,Australia,3.0,15424,63,2017-06-30,1,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,1992-10-11,1230.3000000000002
14995,2014,Sandye,Avraam,Female,49.0,Associate Professor,Manufacturing,Mass Customer,N,Yes,8.0,33.0,828 Waubesa Pass,2234.0,NSW,Australia,10.0,15425,85,2017-06-04,1,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,1999-07-26,547.28
14998,1861,Charlena,Muzzi,Female,26.0,Geological Engineer,Manufacturing,Mass Customer,N,Yes,8.0,56.0,7939 Toban Crossing,2770.0,NSW,Australia,7.0,15428,55,2017-03-17,0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,2011-08-24,1295.43
14999,1209,Jacky,Jerosch,Male,40.0,Senior Developer,Property,High Net Worth,N,Yes,11.0,45.0,12103 Merchant Circle,3072.0,VIC,Australia,9.0,15429,0,2017-08-21,0,Approved,Solex,Standard,medium,medium,478.16,298.72,2010-11-05,179.44
15000,2337,Odilia,Bick,Female,47.0,Programmer Analyst II,Health,Mass Customer,N,No,1.0,23.0,2 Straubel Lane,2477.0,NSW,Australia,6.0,15430,98,2017-05-21,0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,2004-01-16,143.35999999999999
15002,1813,Reeva,Eakeley,Female,45.0,Technical Writer,Manufacturing,Mass Customer,N,No,1.0,22.0,156 Lakeland Way,4035.0,QLD,Australia,9.0,15432,85,2017-01-09,0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,2015-08-02,547.28
15004,157,Chad,Houtby,Male,97.0,Financial Advisor,Financial Services,Affluent Customer,N,No,16.0,48.0,0 Hazelcrest Road,3025.0,VIC,Australia,8.0,15434,80,2017-07-07,0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,1997-01-25,139.2299999999999
15005,2060,Constancia,Akram,Female,17.0,Statistician II,Financial Services,Mass Customer,N,No,17.0,64.0,74164 Village Green Parkway,3037.0,VIC,Australia,9.0,15435,82,2017-02-15,0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,2015-08-10,459.46000000000015
15007,2686,Cully,Takos,Male,63.0,Automation Specialist II,Financial Services,Affluent Customer,N,No,4.0,27.0,16639 Bunting Circle,3174.0,VIC,Australia,8.0,15437,24,2017-12-06,0,Approved,Solex,Road,medium,large,1777.8,820.78,2011-05-07,957.02
15009,739,Arnie,Zorn,Male,36.0,Senior Editor,Manufacturing,Mass Customer,N,No,8.0,58.0,08260 Jay Court,3191.0,Victoria,Australia,11.0,15439,61,2017-04-21,0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,2015-06-17,14.229999999999997
15010,499,Dalli,Baggally,Male,39.0,Budget/Accounting Analyst III,Financial Services,Affluent Customer,N,No,19.0,62.0,02 Boyd Crossing,3143.0,Victoria,Australia,7.0,15440,33,2017-04-14,0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,1992-10-11,144.26
15011,1410,Althea,Macvey,Female,10.0,Marketing Manager,Retail,High Net Worth,N,Yes,6.0,26.0,4370 Haas Trail,2870.0,NSW,Australia,5.0,15441,13,2017-04-04,1,Approved,Solex,Standard,medium,medium,1577.53,826.51,1991-01-21,751.02
15012,3253,Bernadine,Shakeshaft,Female,42.0,Cost Accountant,Financial Services,High Net Worth,N,Yes,7.0,33.0,888 Warrior Avenue,2170.0,NSW,Australia,8.0,15442,46,2017-04-07,0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,2010-06-07,1544.6100000000001
15013,3077,Emelen,Gillopp,Male,19.0,Information Systems Manager,Manufacturing,Affluent Customer,N,No,2.0,23.0,25578 Mayfield Drive,2099.0,NSW,Australia,10.0,15443,34,2017-12-14,0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,2012-06-04,309.80999999999995
15014,809,Nevsa,Washtell,Female,83.0,Biostatistician III,Health,Mass Customer,N,No,18.0,45.0,2 Autumn Leaf Plaza,2137.0,NSW,Australia,8.0,15444,98,2017-04-04,1,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,2004-01-16,143.35999999999999
15015,135,Rosalia,Sigart,Female,18.0,Internal Auditor,IT,Mass Customer,N,No,3.0,48.0,9674 Graceland Junction,3201.0,VIC,Australia,6.0,15445,63,2017-09-06,1,Approved,Solex,Standard,medium,medium,1483.2,99.59,1998-12-17,1383.6100000000001
15016,2725,Sibylla,Langmuir,Female,20.0,Senior Quality Engineer,Property,Affluent Customer,N,No,11.0,58.0,8 Holmberg Street,2444.0,NSW,Australia,7.0,15447,28,2017-07-07,1,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1991-08-05,133.7800000000002
15017,2635,Arty,Mac Geaney,Male,45.0,Nurse,Retail,Mass Customer,N,No,14.0,64.0,13 Dexter Lane,3279.0,VIC,Australia,8.0,15448,15,2017-03-21,0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,2005-12-07,209.84000000000003
15018,2760,Early,Saggs,Male,55.0,Teacher,Property,Mass Customer,N,No,11.0,47.0,18 School Alley,4655.0,QLD,Australia,3.0,15449,20,2017-07-11,0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,2010-05-05,195.33999999999992
15019,2277,Gillie,Ruben,Female,44.0,Cost Accountant,Financial Services,High Net Worth,N,Yes,7.0,60.0,09 Grim Lane,3752.0,VIC,Australia,4.0,15450,85,2017-10-05,0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,2014-10-10,827.1599999999999
15021,2932,Bradly,Deboick,Male,4.0,Account Representative I,IT,Mass Customer,N,No,17.0,38.0,2875 Anhalt Court,4570.0,QLD,Australia,3.0,15452,73,2017-02-08,1,Approved,Solex,Standard,medium,medium,1945.43,333.18,2002-08-31,1612.25
15022,2316,Vernen,Bourgaize,Male,79.0,Computer Systems Analyst IV,Financial Services,Affluent Customer,N,Yes,11.0,45.0,360 Troy Parkway,3223.0,VIC,Australia,6.0,15453,29,2017-06-07,1,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,1995-12-19,135.84999999999997
15023,1446,Gabriello,Nell,Male,51.0,Engineer I,Manufacturing,Mass Customer,N,No,17.0,36.0,70262 Hermina Court,3690.0,VIC,Australia,2.0,15454,64,2017-05-10,1,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,2012-05-18,872.8900000000001
15024,190,Hayley,Girardengo,Female,42.0,Registered Nurse,Health,Affluent Customer,N,No,10.0,44.0,7 Warbler Point,2250.0,NSW,Australia,9.0,15455,52,2017-04-11,0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,2001-11-25,450.77
15025,89,Benedicto,Hoxey,Male,74.0,Speech Pathologist,Health,Mass Customer,N,Yes,14.0,56.0,73042 Roth Crossing,2100.0,New South Wales,Australia,11.0,15456,73,2017-10-23,0,Approved,Solex,Standard,medium,medium,1945.43,333.18,2014-10-10,1612.25
15026,3133,Eda,MacCheyne,Female,89.0,Quality Control Specialist,Manufacturing,Mass Customer,N,No,2.0,24.0,21 2nd Pass,2566.0,NSW,Australia,8.0,15457,98,2017-03-13,0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,2004-01-16,143.35999999999999
15027,1530,Alexandr,Maylard,Male,89.0,Pharmacist,Health,Mass Customer,N,Yes,9.0,47.0,84749 Holy Cross Terrace,2767.0,NSW,Australia,8.0,15458,24,2017-05-04,0,Approved,Solex,Road,medium,large,1777.8,820.78,1999-06-23,957.02
15028,2286,Katuscha,Sapsed,Female,20.0,Staff Scientist,Manufacturing,High Net Worth,N,No,5.0,28.0,67 Elka Court,3630.0,VIC,Australia,3.0,15459,87,2017-03-14,1,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,2010-08-20,1592.19
15029,2857,Alanna,Geram,Female,9.0,Biostatistician I,Manufacturing,Mass Customer,N,Yes,17.0,66.0,352 Roth Street,4300.0,QLD,Australia,6.0,15460,88,2017-06-09,0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,2003-09-10,817.36
15032,1200,Hedda,Lathom,Female,38.0,Librarian,Entertainment,High Net Worth,N,No,18.0,49.0,614 Shopko Trail,4350.0,QLD,Australia,3.0,15463,0,2017-05-29,0,Approved,Solex,Standard,medium,medium,100.35,75.26,1999-07-26,25.08999999999999
15033,2412,Tiffi,Havercroft,Female,77.0,Chemical Engineer,Manufacturing,Affluent Customer,N,No,8.0,42.0,881 Debs Center,4051.0,QLD,Australia,8.0,15464,65,2017-12-13,0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,2015-05-21,1028.76
15034,907,Eamon,McWhin,Male,51.0,Sales Associate,Property,High Net Worth,N,Yes,17.0,44.0,8642 Forest Run Avenue,2026.0,NSW,Australia,9.0,15465,0,2017-08-31,1,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,2005-05-10,75.48000000000002
15035,3105,Bryn,Rycraft,Male,88.0,Teacher,Health,Mass Customer,N,No,12.0,57.0,146 Dakota Pass,4017.0,QLD,Australia,7.0,15466,88,2017-04-27,1,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,1998-12-16,817.36
15039,1793,Hewett,Handes,Male,19.0,Actuary,Financial Services,Mass Customer,N,Yes,2.0,34.0,05239 Springs Circle,3030.0,VIC,Australia,7.0,15470,45,2017-10-31,1,Approved,Solex,Standard,medium,medium,441.49,84.99,2012-04-10,356.5
15040,2693,Abram,Phillipson,Male,91.0,Research Assistant III,Health,High Net Worth,N,Yes,16.0,55.0,03 Old Shore Terrace,4078.0,QLD,Australia,7.0,15471,0,2017-12-29,1,Approved,Solex,Standard,medium,medium,71.49,53.62,2012-09-15,17.869999999999997
15041,291,Aime,Burston,Female,63.0,Assistant Media Planner,Entertainment,Mass Customer,N,No,4.0,51.0,8207 Cascade Court,3810.0,VIC,Australia,5.0,15472,85,2017-08-17,1,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,2015-08-02,547.28
15043,3494,Robers,Richen,Male,72.0,Account Representative IV,Argiculture,High Net Worth,N,No,1.0,24.0,35 Chive Alley,2033.0,NSW,Australia,10.0,15474,41,2017-07-24,0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,2005-12-07,209.84000000000003
15045,246,Binny,Whight,Female,63.0,Technical Writer,Manufacturing,High Net Worth,N,No,9.0,32.0,25503 Evergreen Drive,4300.0,QLD,Australia,5.0,15476,0,2017-04-14,0,Approved,OHM Cycles,Road,high,large,12.01,7.21,2009-03-08,4.8
15046,1855,Foss,Yanele,Male,2.0,Librarian,Entertainment,Mass Customer,N,Yes,18.0,52.0,0 Prairie Rose Place,3802.0,VIC,Australia,7.0,15477,46,2017-07-29,1,Approved,Solex,Standard,low,medium,1289.85,74.51,2003-02-16,1215.34
15048,3286,Kent,Hatter,Male,23.0,Assistant Media Planner,Entertainment,Mass Customer,N,No,20.0,62.0,1 Fairview Park,3977.0,VIC,Australia,7.0,15479,66,2017-08-11,1,Approved,Giant Bicycles,Road,low,small,590.26,525.33,2010-11-05,64.92999999999995
15049,3246,Norene,Merle,Female,73.0,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,4.0,55.0,9 Nevada Pass,4007.0,QLD,Australia,12.0,15480,92,2017-09-17,1,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,1991-05-06,155.6500000000001
15050,919,Grove,Peltzer,Male,48.0,Registered Nurse,Health,Mass Customer,N,Yes,13.0,36.0,55 Daystar Court,2234.0,NSW,Australia,10.0,15481,8,2017-04-30,1,Approved,Solex,Road,medium,small,1703.52,1516.13,2007-08-04,187.38999999999987
15052,448,Robin,Crack,Female,34.0,Software Engineer III,IT,High Net Worth,N,No,3.0,28.0,528 Buell Crossing,2748.0,NSW,Australia,10.0,15483,84,2017-03-04,0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,1992-10-02,198.22000000000003
15053,228,Lucia,Pickervance,Female,59.0,Systems Administrator II,Manufacturing,High Net Worth,N,No,12.0,37.0,92253 Kensington Drive,2209.0,NSW,Australia,7.0,15484,10,2017-10-14,0,Approved,Solex,Standard,medium,medium,1945.43,333.18,2002-08-31,1612.25
15056,2385,Gaultiero,Lissenden,Male,70.0,Dental Hygienist,Health,Mass Customer,N,No,8.0,64.0,1816 Monument Park,3074.0,VIC,Australia,7.0,15487,80,2017-09-20,1,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,1997-01-25,139.2299999999999
15057,906,Cammy,Marcroft,Male,73.0,Financial Analyst,Financial Services,High Net Worth,N,Yes,3.0,24.0,1 Cottonwood Street,3150.0,VIC,Australia,9.0,15488,64,2017-04-01,1,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,2015-05-21,217.51
15058,1313,Hughie,Laboune,Male,59.0,Analyst Programmer,Property,Mass Customer,N,No,22.0,37.0,72 Shasta Plaza,4152.0,QLD,Australia,4.0,15489,64,2017-09-14,0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,2012-05-18,872.8900000000001
15059,117,Nance,Suttling,Female,75.0,Marketing Manager,Manufacturing,Mass Customer,N,No,15.0,41.0,185 Pennsylvania Way,4226.0,QLD,Australia,6.0,15490,64,2017-01-13,1,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,2000-05-22,872.8900000000001
15060,2096,Torrie,Smartman,Female,74.0,Programmer III,Telecommunications,High Net Worth,N,Yes,12.0,54.0,72 Ilene Point,2575.0,NSW,Australia,8.0,15491,38,2017-02-05,1,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2003-02-07,1702.5499999999997
15062,2816,Denys,Dumingos,Female,87.0,Administrative Assistant II,Financial Services,Mass Customer,N,Yes,14.0,33.0,515 Warrior Pass,4226.0,QLD,Australia,9.0,15493,1,2017-11-14,1,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2012-12-02,448.67999999999995
15063,3145,Gar,Barnewille,Male,17.0,Paralegal,Financial Services,High Net Worth,N,Yes,7.0,45.0,3 Cody Trail,2010.0,NSW,Australia,7.0,15494,12,2017-06-22,0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,1991-07-10,1055.82
15064,2740,Godiva,Bulward,Female,61.0,Administrative Officer,Financial Services,Affluent Customer,N,Yes,12.0,60.0,28820 Monica Circle,2226.0,NSW,Australia,7.0,15495,50,2017-02-06,1,Approved,WeareA2B,Standard,medium,small,175.89,131.92,2003-07-21,43.97
15065,1516,Ham,Pietrusiak,Male,6.0,VP Sales,IT,Affluent Customer,N,No,19.0,56.0,4517 Colorado Place,2210.0,NSW,Australia,10.0,15496,9,2017-07-17,1,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,1991-11-07,75.13999999999999
15066,1181,Brita,Plant,Female,2.0,Tax Accountant,Argiculture,Mass Customer,N,No,8.0,45.0,8 Clyde Gallagher Court,4217.0,QLD,Australia,8.0,15497,75,2017-09-16,0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,2006-05-22,1010.02
15068,419,Chrissie,Bernardini,Female,34.0,VP Marketing,Manufacturing,Affluent Customer,N,No,17.0,42.0,7526 Artisan Parkway,4223.0,QLD,Australia,8.0,15499,52,2017-05-21,0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,2001-11-25,450.77
15069,3143,Corabelle,Streatfeild,Female,0.0,Chief Design Engineer,Manufacturing,Mass Customer,N,No,5.0,26.0,332 Summerview Park,3000.0,VIC,Australia,8.0,15500,27,2017-12-10,0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,1999-06-23,110.80999999999995
15070,2123,Shirley,Negal,Female,36.0,Software Engineer II,Manufacturing,Affluent Customer,N,No,2.0,30.0,43 Sunbrook Terrace,4160.0,QLD,Australia,10.0,15501,86,2017-01-18,1,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,2004-08-07,110.56
15071,239,Wells,Pressman,Male,62.0,Registered Nurse,Health,Affluent Customer,N,No,3.0,30.0,95 Eliot Street,4514.0,QLD,Australia,3.0,15502,13,2017-01-03,1,Approved,Solex,Standard,medium,medium,1163.89,589.27,2016-07-09,574.6200000000001
15072,103,Ethyl,Runham,Female,49.0,Product Engineer,Financial Services,Affluent Customer,N,Yes,4.0,26.0,68 Little Fleur Crossing,2046.0,New South Wales,Australia,12.0,15503,20,2017-09-05,0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,1991-08-05,195.33999999999992
15073,298,Maurise,Lenglet,Male,69.0,Engineer I,Manufacturing,High Net Worth,N,No,9.0,67.0,83 Brickson Park Drive,3029.0,VIC,Australia,8.0,15504,35,2017-12-22,1,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2016-11-14,448.67999999999995
15074,1181,Brita,Plant,Female,2.0,Tax Accountant,Argiculture,Mass Customer,N,No,8.0,45.0,8 Clyde Gallagher Court,4217.0,QLD,Australia,8.0,15505,56,2017-06-12,1,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,1997-10-04,45.96000000000001
15075,979,Kayla,Falkingham,Female,42.0,Budget/Accounting Analyst I,Manufacturing,High Net Worth,N,No,12.0,63.0,938 Monica Park,3173.0,VIC,Australia,9.0,15506,90,2017-12-25,1,Approved,Solex,Standard,low,medium,945.04,507.58,1995-12-19,437.46
15076,2904,Freddi,Arrington,Female,26.0,Software Test Engineer III,Manufacturing,High Net Worth,N,Yes,11.0,46.0,25 Schlimgen Terrace,2211.0,NSW,Australia,9.0,15507,0,2017-02-17,0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,2012-04-10,43.97
15077,2783,Antonin,Gleaves,Male,14.0,Sales Representative,Retail,Affluent Customer,N,Yes,7.0,45.0,13392 Emmet Parkway,2171.0,NSW,Australia,9.0,15508,51,2017-01-14,1,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,2009-04-12,802.26
15080,3000,Tann,McCard,Male,28.0,Compensation Analyst,Financial Services,Affluent Customer,N,No,22.0,49.0,0 Lakewood Street,2144.0,NSW,Australia,10.0,15511,9,2017-11-18,1,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,1991-11-07,75.13999999999999
15081,220,Jeniffer,Apark,Female,79.0,Electrical Engineer,Manufacturing,High Net Worth,N,No,9.0,69.0,7 Pankratz Point,3011.0,VIC,Australia,8.0,15512,53,2017-07-13,1,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,2007-08-04,509.97
15082,925,Nicko,Pembridge,Male,42.0,Accountant IV,Manufacturing,Affluent Customer,N,No,16.0,45.0,3 Luster Junction,2323.0,NSW,Australia,4.0,15513,25,2017-01-06,1,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,2016-02-04,709.34
15084,2733,Jordanna,Skyme,Female,89.0,Analog Circuit Design manager,Manufacturing,Mass Customer,N,Yes,17.0,38.0,81254 Buhler Trail,4740.0,QLD,Australia,2.0,15515,3,2017-06-16,1,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2016-11-22,1702.5499999999997
15085,210,Albrecht,Thomasson,Male,50.0,Assistant Manager,Property,Mass Customer,N,No,18.0,59.0,19969 5th Parkway,3152.0,VIC,Australia,9.0,15516,38,2017-08-16,0,Approved,Solex,Standard,medium,medium,1577.53,826.51,2001-11-25,751.02
